"Line","Hybrid_Name","Env","DTHD","DTMT","GY","Height"
"GID6934397","GID6934397","EHT",90,141,6.716958186,106
"GID6934398","GID6934398","EHT",73,125,5.401482306,100
"GID6934403","GID6934403","EHT",90,143,6.342702669,104
"GID6934406","GID6934406","EHT",91,142,6.725887032,109
"GID6934408","GID6934408","EHT",73,124,6.237047729,105
"GID6934425","GID6934425","EHT",96,144,6.396273819,114
"GID6934427","GID6934427","EHT",89,141,6.890321849,105
"GID6934433","GID6934433","EHT",67,114,5.261601212,100
"GID6934466","GID6934466","EHT",73,124,5.999696939,103
"GID6934475","GID6934475","EHT",88,139,6.545083969,103
"GID6934482","GID6934482","EHT",82,138,6.609071999,96
"GID6934491","GID6934491","EHT",81,129,5.174548029,102
"GID6934505","GID6934505","EHT",58,116,4.689428726,102
"GID6934533","GID6934533","EHT",94,138,6.109815786,102
"GID6934540","GID6934540","EHT",71,124,5.285410816,101
"GID6934543","GID6934543","EHT",72,124,5.357583846,103
"GID6934547","GID6934547","EHT",75,129,5.949101876,101
"GID6934550","GID6934550","EHT",67,123,5.882137572,102
"GID6934553","GID6934553","EHT",76,129,6.529458936,100
"GID6934561","GID6934561","EHT",81,129,6.673804299,108
"GID6934562","GID6934562","EHT",82,130,6.665314817,104
"GID6934566","GID6934566","EHT",73,122,4.84090946,106
"GID6934567","GID6934567","EHT",89,138,6.160850157,105
"GID6934570","GID6934570","EHT",74,123,5.898945187,103
"GID6934611","GID6934611","EHT",69,121,6.04403461,102
"GID6934629","GID6934629","EHT",74,128,6.180195397,97
"GID6934634","GID6934634","EHT",73,125,6.227070427,102
"GID6934656","GID6934656","EHT",86,133,6.770225184,98
"GID6934657","GID6934657","EHT",86,135,6.612487214,95
"GID6934658","GID6934658","EHT",63,120,5.92498691,100
"GID6934667","GID6934667","EHT",74,125,6.140761274,102
"GID6934689","GID6934689","EHT",76,134,6.604303,100
"GID6934699","GID6934699","EHT",94,143,6.807427697,110
"GID6934721","GID6934721","EHT",91,139,6.662642549,110
"GID6934723","GID6934723","EHT",108,144,6.846422246,113
"GID6934762","GID6934762","EHT",72,125,6.246720426,104
"GID6934763","GID6934763","EHT",95,142,6.814428789,107
"GID6934774","GID6934774","EHT",87,135,6.326333576,102
"GID6934780","GID6934780","EHT",94,145,7.183171217,113
"GID6934786","GID6934786","EHT",89,134,6.555195247,107
"GID6934788","GID6934788","EHT",81,133,6.535850004,100
"GID6934791","GID6934791","EHT",81,132,6.705493034,100
"GID6934811","GID6934811","EHT",86,134,5.990463154,93
"GID6934816","GID6934816","EHT",75,129,6.04403497,107
"GID6934851","GID6934851","EHT",80,131,7.081954804,101
"GID6934881","GID6934881","EHT",87,140,6.307427757,100
"GID6934889","GID6934889","EHT",96,142,6.709957454,112
"GID6934907","GID6934907","EHT",87,133,6.90861815,108
"GID6934920","GID6934920","EHT",90,134,7.346886891,110
"GID6934953","GID6934953","EHT",87.66666667,132.3333333,7.064058742,106
"GID6934954","GID6934954","EHT",85,132.3333333,7.497094439,102.6666667
"GID6934955","GID6934955","EHT",86,131.3333333,7.004534802,104
"GID6934956","GID6934956","EHT",85.33333333,137.3333333,6.843820832,104.3333333
"GID6934973","GID6934973","EHT",85,137.6666667,7.080428226,104
"GID6934982","GID6934982","EHT",87.33333333,131.6666667,6.754534952,103.6666667
"GID6935028","GID6935028","EHT",87.66666667,131,7.349543753,105
"GID6935030","GID6935030","EHT",83.66666667,125.3333333,6.04671645,95.66666667
"GID6935036","GID6935036","EHT",78,128,5.087999593,100
"GID6935075","GID6935075","EHT",88,135,6.482344683,97
"GID6935086","GID6935086","EHT",80,129,6.756805868,102
"GID6935143","GID6935143","EHT",94.33333333,141.6666667,6.270097523,105.3333333
"GID6935144","GID6935144","EHT",95.66666667,143,6.231407219,107.3333333
"GID6935159","GID6935159","EHT",85,128,6.229174976,101
"GID6935237","GID6935237","EHT",89.66666667,134.3333333,6.093014669,103.6666667
"GID6935245","GID6935245","EHT",87,133,6.254473123,100.3333333
"GID6935246","GID6935246","EHT",87,132.6666667,6.032747153,99.66666667
"GID6935247","GID6935247","EHT",86.66666667,132,6.338550516,98
"GID6935248","GID6935248","EHT",88,132.6666667,6.328877879,101.6666667
"GID6935249","GID6935249","EHT",86.66666667,130.3333333,6.182300576,96.33333333
"GID6935251","GID6935251","EHT",87.33333333,132.6666667,6.501496939,100.3333333
"GID6935254","GID6935254","EHT",88.66666667,137.3333333,6.600516202,100
"GID6935255","GID6935255","EHT",87,134,6.322242566,98.66666667
"GID6935264","GID6935264","EHT",96,123.6666667,4.154832292,88.66666667
"GID6935268","GID6935268","EHT",87,128.6666667,6.456171382,103.6666667
"GID6935273","GID6935273","EHT",60,116,4.714881737,93
"GID6935274","GID6935274","EHT",87,132.6666667,7.0028281,104.3333333
"GID6935282","GID6935282","EHT",88,134.3333333,6.76622113,106.6666667
"GID6935291","GID6935291","EHT",74,123.6666667,6.62485219,94.33333333
"GID6935367","GID6935367","EHT",89.66666667,137,7.107739217,105.6666667
"GID6935372","GID6935372","EHT",88.66666667,135.3333333,7.35178658,100.6666667
"GID6935422","GID6935422","EHT",91,143,6.496389441,98
"GID6935436","GID6935436","EHT",80,128,5.498621048,95
"GID6935450","GID6935450","EHT",80,130,7.114693078,99
"GID6935465","GID6935465","EHT",88,134.6666667,7.000595647,100.6666667
"GID6935477","GID6935477","EHT",88.33333333,131.6666667,7.445536374,97
"GID6935577","GID6935577","EHT",90,136,6.967103656,103
"GID6935583","GID6935583","EHT",93,133.6666667,6.95296702,106
"GID6935634","GID6935634","EHT",89.33333333,140.6666667,6.762059666,102.6666667
"GID6935638","GID6935638","EHT",92,139.3333333,7.14078021,107
"GID6935647","GID6935647","EHT",89.33333333,141.6666667,7.2494113,108.6666667
"GID6935673","GID6935673","EHT",87.33333333,141,6.824559963,103
"GID6935721","GID6935721","EHT",83,131,6.339441446,96.66666667
"GID6935732","GID6935732","EHT",75,126,5.29510182,99
"GID6935775","GID6935775","EHT",105,148,6.777243976,108
"GID6935786","GID6935786","EHT",95,145,6.64108334,109
"GID6935788","GID6935788","EHT",90,144,6.398524036,103
"GID6935804","GID6935804","EHT",70,120,5.942422763,93
"GID6935817","GID6935817","EHT",80,130,6.301798216,100
"GID6935818","GID6935818","EHT",74,127,6.18498258,104
"GID6935819","GID6935819","EHT",77,127,5.83155961,115
"GID6935823","GID6935823","EHT",98,140,7.6180187,109
"GID6935826","GID6935826","EHT",82,130,6.681262456,94
"GID6935830","GID6935830","EHT",88,132,6.254923486,103
"GID6935855","GID6935855","EHT",98,147,6.252877694,110
"GID6935864","GID6935864","EHT",93,145,6.235764784,108
"GID6935867","GID6935867","EHT",93,144,6.722371844,111
"GID6935869","GID6935869","EHT",91,138,6.214931208,90
"GID6935871","GID6935871","EHT",82,134,6.964931238,111
"GID6935880","GID6935880","EHT",88,136,6.993949691,107
"GID6935883","GID6935883","EHT",88,136,7.154664054,109
"GID6935894","GID6935894","EHT",84,131,6.059425811,95
"GID6935895","GID6935895","EHT",94,144,6.716419841,110
"GID6935896","GID6935896","EHT",77,125,6.826539234,103
"GID6935906","GID6935906","EHT",96,143,6.101092598,112
"GID6935910","GID6935910","EHT",92,138,6.368205991,103
"GID6935916","GID6935916","EHT",90,132,6.551241354,105
"GID6935918","GID6935918","EHT",87,135,6.33415642,99
"GID6935925","GID6935925","EHT",89,136,7.267191396,102
"GID6935926","GID6935926","EHT",88,136,7.03653676,97
"GID6935928","GID6935928","EHT",87,134,6.842340123,98
"GID6935930","GID6935930","EHT",98,142,6.831179486,112
"GID6935931","GID6935931","EHT",78,136,6.84457285,92
"GID6935935","GID6935935","EHT",90,140,7.072995213,102
"GID6935936","GID6935936","EHT",87,136,6.322995576,103
"GID6935944","GID6935944","EHT",95,143,7.365406,111
"GID6935946","GID6935946","EHT",94,143,7.043977363,112
"GID6935947","GID6935947","EHT",99,145,7.099036786,116
"GID6935948","GID6935948","EHT",89,139,7.142935816,112
"GID6935950","GID6935950","EHT",90,140,7.274632513,112
"GID6935952","GID6935952","EHT",93,140,7.319275573,114
"GID6935963","GID6935963","EHT",80,134,7.121358693,105
"GID6935965","GID6935965","EHT",86,138,7.338621056,104
"GID6935970","GID6935970","EHT",96,143,7.09978148,100
"GID6935972","GID6935972","EHT",88,136,7.494870843,98
"GID6935973","GID6935973","EHT",86,138,6.83797373,100
"GID6935986","GID6935986","EHT",80,130,6.58797307,94
"GID6935987","GID6935987","EHT",87,139,6.9927351,102
"GID6936002","GID6936002","EHT",70,118,5.81267531,98
"GID6936020","GID6936020","EHT",74,120,5.97264661,102
"GID6936023","GID6936023","EHT",94,142,7.3855927,99
"GID6936024","GID6936024","EHT",93,140,7.303747397,103
"GID6936049","GID6936049","EHT",82,130,6.65809549,99
"GID6936055","GID6936055","EHT",87,133,6.47357086,109
"GID6936065","GID6936065","EHT",87,134,6.063600587,102
"GID6936066","GID6936066","EHT",88,134,6.043511617,102
"GID6936073","GID6936073","EHT",82,132,7.514493647,105
"GID6936079","GID6936079","EHT",82,130,7.67372004,107
"GID6936087","GID6936087","EHT",82,133,7.486220404,102
"GID6936089","GID6936089","EHT",100,142,6.749612767,116
"GID6936091","GID6936091","EHT",96,142,6.51821413,109
"GID6936094","GID6936094","EHT",73,124,6.73473216,98
"GID6936095","GID6936095","EHT",74,126,6.179672524,100
"GID6936096","GID6936096","EHT",72,122,6.135773887,104
"GID6936098","GID6936098","EHT",72,122,6.07922625,97
"GID6936102","GID6936102","EHT",74,122,6.559880614,93
"GID6936103","GID6936103","EHT",85.1397284274639,122,6.62386931,101
"GID6936106","GID6936106","EHT",88,135,7.767470037,110
"GID6936111","GID6936111","EHT",95,143,6.76747043,119
"GID6936116","GID6936116","EHT",86,135,7.386518127,104
"GID6936128","GID6936128","EHT",78,130,6.636517824,98
"GID6936131","GID6936131","EHT",81,129,7.358244187,106
"GID6936142","GID6936142","EHT",106,148,7.730268217,115
"GID6936143","GID6936143","EHT",107,148,7.227291914,116
"GID6936144","GID6936144","EHT",107,153,7.846778979,119
"GID6936145","GID6936145","EHT",109,153,7.349754289,102.069716776105
"GID6936147","GID6936147","EHT",69,120,5.361659016,107
"GID6936148","GID6936148","EHT",69,120,5.605707046,104
"GID6936156","GID6936156","EHT",70,124,6.340825743,100
"GID6936157","GID6936157","EHT",69,119,5.022373439,105
"GID6936162","GID6936162","EHT",69,119,4.786510469,105
"GID6936166","GID6936166","EHT",82,135,5.807343833,97
"GID6936221","GID6936221","EHT",86,138,6.668207013,110
"GID6936223","GID6936223","EHT",82,130,6.881004769,105
"GID6936230","GID6936230","EHT",86,138,6.949457283,105
"GID6936273","GID6936273","EHT",80,130,6.642910039,106
"GID6936286","GID6936286","EHT",87,139,6.663409513,97
"GID6936326","GID6936326","EHT",89,143,7.432010329,109
"GID6936336","GID6936336","EHT",59,119,4.141832026,106
"GID6936362","GID6936362","EHT",82,130,7.086772783,103
"GID6936367","GID6936367","EHT",86,129,6.680522843,105
"GID6936368","GID6936368","EHT",82,132,6.161177873,100
"GID6936371","GID6936371","EHT",80,132,6.530969236,95
"GID6936383","GID6936383","EHT",108,149,6.647784629,105
"GID6936384","GID6936384","EHT",86,129,7.629927659,103
"GID6936392","GID6936392","EHT",86,130,6.731118053,103
"GID6936437","GID6936437","EHT",80,128,6.408945446,100
"GID6936438","GID6936438","EHT",73,123,5.279481476,109
"GID6936440","GID6936440","EHT",86,132,6.716981536,109
"GID6936466","GID6936466","EHT",93,141,7.769105291,109
"GID6936469","GID6936469","EHT",87,136,7.222973631,105
"GID6936474","GID6936474","EHT",99,143,6.844997691,118
"GID6936492","GID6936492","EHT",99,143,6.830860538,115
"GID6936493","GID6936493","EHT",86,134,6.932051234,105
"GID6936496","GID6936496","EHT",89,139,6.856902598,110
"GID6936523","GID6936523","EHT",69,124,5.118807294,104
"GID6936526","GID6936526","EHT",75,128,5.894849324,106
"GID6936529","GID6936529","EHT",70,122,4.836813354,100
"GID6936532","GID6936532","EHT",72,122,5.977438414,105
"GID6936533","GID6936533","EHT",69,123,4.882200444,103
"GID6936536","GID6936536","EHT",70,125,5.923867171,103
"GID6936537","GID6936537","EHT",80,135,6.637408898,100
"GID6936542","GID6936542","EHT",84,134,7.056307654,103
"GID6936543","GID6936543","EHT",82,132,6.497528018,103
"GID6936544","GID6936544","EHT",82,132,7.054819714,100
"GID6936572","GID6936572","EHT",80,139,6.303028689,100
"GID6936575","GID6936575","EHT",86,131,6.539635749,109
"GID6936589","GID6936589","EHT",94,139,6.297820536,110
"GID6936595","GID6936595","EHT",93,139,6.994249233,106
"GID6936614","GID6936614","EHT",91,140,6.600647959,100
"GID6936618","GID6936618","EHT",88,141,6.542612323,108
"GID6936686","GID6936686","EHT",83.66666667,123.6666667,5.769354175,98.66666667
"GID6936696","GID6936696","EHT",90.66666667,133.6666667,6.794651872,108.6666667
"GID6936770","GID6936770","EHT",91.66666667,138.3333333,6.415931659,105
"GID6936792","GID6936792","EHT",84,130.3333333,6.265634415,97
"GID6936812","GID6936812","EHT",73.66666667,114,4.602687839,94
"GID6936896","GID6936896","EHT",81,128,6.145003727,103
"GID6936903","GID6936903","EHT",90,129.6666667,5.932205787,93
"GID6936921","GID6936921","EHT",97,139.3333333,6.09068815,102.6666667
"GID6936939","GID6936939","EHT",88,135.6666667,6.249914603,99.66666667
"GID6936974","GID6936974","EHT",89.66666667,133.3333333,6.955271663,102
"GID6937034","GID6937034","EHT",88.33333333,134.6666667,6.883843057,100.6666667
"GID6937035","GID6937035","EHT",88,132.6666667,6.570599087,98.66666667
"GID6937070","GID6937070","EHT",63,114,4.107057237,87.33333333
"GID6937088","GID6937088","EHT",82,131.3333333,6.8734266,99
"GID6937090","GID6937090","EHT",88.33333333,131.6666667,6.97908163,105.3333333
"GID6937092","GID6937092","EHT",89.33333333,133.6666667,7.03265266,106
"GID6937215","GID6937215","EHT",93.66666667,136,6.325394378,109.3333333
"GID6937250","GID6937250","EHT",84.33333333,131.6666667,6.595483408,97.33333333
"GID6937284","GID6937284","EHT",90,135.3333333,6.921376588,102.6666667
"GID6937313","GID6937313","EHT",95.33333333,138.6666667,6.575394345,105.3333333
"GID6937321","GID6937321","EHT",95,136.6666667,5.559769585,106
"GID6937384","GID6937384","EHT",76,125,5.989829371,97.33333333
"GID6937396","GID6937396","EHT",74,128.3333333,6.522567401,101.6666667
"GID6937398","GID6937398","EHT",78.66666667,127.3333333,6.412448765,102
"GID6937400","GID6937400","EHT",77,125,6.146823461,106.3333333
"GID6937415","GID6937415","EHT",87,132.6666667,6.295642828,100.6666667
"GID6937420","GID6937420","EHT",80,129.3333333,6.177338471,99.66666667
"GID6937457","GID6937457","EHT",77,121.6666667,5.395344348,97.33333333
"GID6937486","GID6937486","EHT",89.33333333,134.6666667,6.288201831,93.33333333
"GID6937489","GID6937489","EHT",84,129.6666667,6.206356861,91.33333333
"GID6937491","GID6937491","EHT",84,130.3333333,6.261415891,91
"GID6937493","GID6937493","EHT",90,136,6.445195921,96.33333333
"GID6937494","GID6937494","EHT",89.66666667,134,6.254719618,95
"GID6937507","GID6937507","EHT",77.66666667,126.3333333,5.879720011,100.3333333
"GID6937509","GID6937509","EHT",88.66666667,134.3333333,6.390880708,101
"GID6937511","GID6937511","EHT",78.33333333,127.3333333,6.231654404,99.66666667
"GID6937512","GID6937512","EHT",78.33333333,126.3333333,5.989839101,101.6666667
"GID6937551","GID6937551","EHT",84,131.3333333,7.044898524,103.3333333
"GID6937552","GID6937552","EHT",87,131.3333333,6.860374888,95
"GID6937553","GID6937553","EHT",72.66666667,119.3333333,5.314988251,98.33333333
"GID6937555","GID6937555","EHT",82,130.3333333,6.892703716,97
"GID6937557","GID6937557","EHT",82,126.3333333,6.324995443,96.33333333
"GID6937564","GID6937564","EHT",67,116,4.961750422,102
"GID6937565","GID6937565","EHT",90.33333333,133.3333333,6.367406473,99.33333333
"GID6937591","GID6937591","EHT",92,139.3333333,7.013983563,98.33333333
"GID6937638","GID6937638","EHT",91.66666667,141,6.09954935,103
"GID6937680","GID6937680","EHT",89,130.3333333,6.293745743,95.33333333
"GID6937748","GID6937748","EHT",90,133.3333333,6.348061286,97.33333333
"GID6937749","GID6937749","EHT",90.66666667,139,6.354013983,97.33333333
"GID6937750","GID6937750","EHT",91.33333333,136.3333333,6.356990346,94.33333333
"GID6937754","GID6937754","EHT",87.66666667,132,6.045978376,89
"GID6937810","GID6937810","EHT",88,137.6666667,6.619639436,94
"GID6937831","GID6937831","EHT",83,126.3333333,5.51109146,94.33333333
"GID6937846","GID6937846","EHT",82.66666667,125,5.970168853,92
"GID6937851","GID6937851","EHT",90.33333333,139,6.32210361,97.33333333
"GID6937853","GID6937853","EHT",89.66666667,137.3333333,5.848145307,93.66666667
"GID6937855","GID6937855","EHT",90.66666667,137,5.854098033,95.66666667
"GID6937856","GID6937856","EHT",88,130,6.034901397,96
"GID6937857","GID6937857","EHT",86.66666667,129.6666667,5.846657427,94
"GID6937860","GID6937860","EHT",73.33333333,115.6666667,5.296806183,89.33333333
"GID6937863","GID6937863","EHT",88.66666667,132.6666667,6.189663577,91.33333333
"GID6937866","GID6937866","EHT",68.33333333,114,5.24621097,91.66666667
"GID6937867","GID6937867","EHT",63.33333333,116,4.52299703,92.66666667
"GID6937869","GID6937869","EHT",82.66666667,129,5.96347306,96
"GID6937922","GID6937922","EHT",84.66666667,131.6666667,6.524485513,97
"GID6937923","GID6937923","EHT",82,128,6.489514877,98.33333333
"GID6937939","GID6937939","EHT",90,137.6666667,6.173416387,101.6666667
"GID6937974","GID6937974","EHT",83,128.6666667,6.611660657,97.66666667
"GID6938021","GID6938021","EHT",91,142,6.421928717,105.3333333
"GID6938022","GID6938022","EHT",91,141.3333333,6.307345414,104
"GID6938027","GID6938027","EHT",88.33333333,131,5.982940777,98.33333333
"GID6938054","GID6938054","EHT",71,118,5.433833534,99
"GID6938070","GID6938070","EHT",80.33333333,125,5.606452594,95.66666667
"GID6938072","GID6938072","EHT",75.66666667,119.6666667,5.073714624,97.66666667
"GID6938099","GID6938099","EHT",76,118.6666667,5.703179047,91
"GID6938116","GID6938116","EHT",73.66666667,118.6666667,4.929703447,99
"GID6938142","GID6938142","EHT",78.66666667,116.3333333,4.766757264,100.6666667
"GID6938147","GID6938147","EHT",88,134,6.66333499,100.3333333
"GID6938149","GID6938149","EHT",82,126.6666667,6.364227687,99.66666667
"GID6938153","GID6938153","EHT",77.33333333,126.3333333,6.013781444,95
"GID6938177","GID6938177","EHT",89.33333333,135.6666667,6.12985314,100
"GID6938202","GID6938202","EHT",89.33333333,136.3333333,6.181192504,96.66666667
"GID6938209","GID6938209","EHT",90.66666667,135.6666667,6.0680972,101.3333333
"GID6938280","GID6938280","EHT",81,126.3333333,6.081640528,96.33333333
"GID6938285","GID6938285","EHT",80.66666667,127,5.545925505,94
"GID6938304","GID6938304","EHT",95,145,5.881491261,110.3333333
"GID6938320","GID6938320","EHT",95.66666667,142.3333333,6.525092321,106
"GID6938334","GID6938334","EHT",82.66666667,127,6.066015108,102
"GID6938348","GID6938348","EHT",90.33333333,133.3333333,6.410509138,103.3333333
"GID6938395","GID6938395","EHT",87.66666667,140.3333333,6.903069075,105.3333333
"GID6938415","GID6938415","EHT",91,139.3333333,6.839081225,105.6666667
"GID6938429","GID6938429","EHT",88.33333333,135.3333333,6.374969973,99.33333333
