"Line","Hybrid_Name","Env","DTHD","DTMT","GY","Height"
"GID6861531","GID6861531","Flat5IR",82.33333333,124,6.185575773,102.6666667
"GID6861690","GID6861690","Flat5IR",81,120,6.727440523,99
"GID6861779","GID6861779","Flat5IR",74,114,5.890754391,99
"GID6861787","GID6861787","Flat5IR",79,123,6.956851207,98
"GID6861813","GID6861813","Flat5IR",81,121,6.667392751,106
"GID6861823","GID6861823","Flat5IR",81,122,4.647143864,96
"GID6861833","GID6861833","Flat5IR",83,124,6.366802317,113
"GID6861890","GID6861890","Flat5IR",78,116,5.174057541,102
"GID6861897","GID6861897","Flat5IR",79,118,5.748416935,96
"GID6861915","GID6861915","Flat5IR",86,127,6.203687538,105
"GID6861919","GID6861919","Flat5IR",77,118,6.629898568,102
"GID6861967","GID6861967","Flat5IR",76,118,5.301115939,97
"GID6862002","GID6862002","Flat5IR",74,115,5.884591905,97
"GID6862015","GID6862015","Flat5IR",83,123,5.802540995,102
"GID6862021","GID6862021","Flat5IR",81,121,5.509093419,101
"GID6862028","GID6862028","Flat5IR",79,119,6.764934115,113
"GID6862058","GID6862058","Flat5IR",76,114,5.633880295,101
"GID6862260","GID6862260","Flat5IR",84,125,6.152358346,113
"GID6862303","GID6862303","Flat5IR",77,119,6.299367403,98
"GID6862314","GID6862314","Flat5IR",79,120,6.29366916,100
"GID6862365","GID6862365","Flat5IR",87,124,4.482510211,107
"GID6862370","GID6862370","Flat5IR",87,126,5.024390604,108
"GID6862387","GID6862387","Flat5IR",81,120,6.191911967,110
"GID6862407","GID6862407","Flat5IR",77,118,5.757154421,103
"GID6862457","GID6862457","Flat5IR",80,123,5.948607541,107
"GID6862474","GID6862474","Flat5IR",81.66666667,123.6666667,7.444745745,104.3333333
"GID6862745","GID6862745","Flat5IR",82.33333333,122,5.880746211,102.6666667
"GID6862771","GID6862771","Flat5IR",80,119.6666667,6.189578301,100.3333333
"GID6862787","GID6862787","Flat5IR",82,122,6.506387664,101.3333333
"GID6862797","GID6862797","Flat5IR",76,114,5.808951694,101.6666667
"GID6862975","GID6862975","Flat5IR",84,123.6666667,6.882456298,103.3333333
"GID6863145","GID6863145","Flat5IR",81.33333333,120.6666667,6.347690271,98.66666667
"GID6863290","GID6863290","Flat5IR",76,115,6.170715133,106.6666667
"GID6863300","GID6863300","Flat5IR",79,120,5.786054232,111
"GID6863318","GID6863318","Flat5IR",80,119.6666667,6.228789112,107.3333333
"GID6863371","GID6863371","Flat5IR",76.66666667,118,5.530213809,101.6666667
"GID6863396","GID6863396","Flat5IR",82.33333333,121.3333333,6.282920506,108.3333333
"GID6863412","GID6863412","Flat5IR",84.33333333,123.3333333,6.082920536,111.3333333
"GID6863491","GID6863491","Flat5IR",83.33333333,123,7.880073291,106
"GID6863500","GID6863500","Flat5IR",86,125.6666667,7.228221988,107.3333333
"GID6863517","GID6863517","Flat5IR",80,122,6.181552962,93
"GID6863532","GID6863532","Flat5IR",82.66666667,123.6666667,6.835243983,110.6666667
"GID6863533","GID6863533","Flat5IR",85,124.3333333,6.260884679,103
"GID6863544","GID6863544","Flat5IR",80.66666667,118.6666667,6.679119043,105.6666667
"GID6931277","GID6931277","Flat5IR",83.33333333,121.3333333,6.312286633,104.6666667
"GID6931281","GID6931281","Flat5IR",77,115.6666667,6.15160333,96.33333333
"GID6931300","GID6931300","Flat5IR",79.33333333,117.6666667,6.998326693,103
"GID6931301","GID6931301","Flat5IR",80.66666667,118.6666667,6.61656039,102
"GID6931304","GID6931304","Flat5IR",79.33333333,116.3333333,7.31969442,103
"GID6931305","GID6931305","Flat5IR",74,115,6.126532116,105.3333333
"GID6931327","GID6931327","Flat5IR",78,117,5.807443903,99
"GID6931343","GID6931343","Flat5IR",79,119.3333333,6.78522166,99.66666667
"GID6931346","GID6931346","Flat5IR",81,124,6.999250716,105
"GID6931368","GID6931368","Flat5IR",80.66666667,123.6666667,6.160504499,105.3333333
"GID6931369","GID6931369","Flat5IR",90.33333333,127.6666667,4.550817863,102.3333333
"GID6931374","GID6931374","Flat5IR",83,123.6666667,5.424891893,98.66666667
"GID6931420","GID6931420","Flat5IR",84,122,6.793537793,108
"GID6931426","GID6931426","Flat5IR",76,115,6.679928721,97
"GID6931427","GID6931427","Flat5IR",76,115,5.970526031,102
"GID6931430","GID6931430","Flat5IR",80,121,7.061694394,97
"GID6931437","GID6931437","Flat5IR",83,122,6.442890787,103
"GID6931449","GID6931449","Flat5IR",80,124,6.195597904,107
"GID6931453","GID6931453","Flat5IR",87,124,5.553432661,103
"GID6931463","GID6931463","Flat5IR",80,120,6.513810501,100
"GID6931471","GID6931471","Flat5IR",80,120,7.228910497,106
"GID6931476","GID6931476","Flat5IR",83,122,6.430050194,109
"GID6931482","GID6931482","Flat5IR",77,119,6.672785224,100
"GID6931494","GID6931494","Flat5IR",76,118,4.906250968,100
"GID6931506","GID6931506","Flat5IR",72,115,5.624769755,104
"GID6931509","GID6931509","Flat5IR",75,114,5.556963481,101
"GID6931512","GID6931512","Flat5IR",75,115,6.322205845,107
"GID6931515","GID6931515","Flat5IR",76,115,5.200838571,98
"GID6931516","GID6931516","Flat5IR",77,115,4.832177298,100
"GID6931517","GID6931517","Flat5IR",78,118,6.215083328,101
"GID6931519","GID6931519","Flat5IR",76,118,6.438445388,104
"GID6931531","GID6931531","Flat5IR",79,123,5.472633508,96
"GID6931560","GID6931560","Flat5IR",78,120,7.374155409,110
"GID6931587","GID6931587","Flat5IR",80,121,6.899406815,100
"GID6931590","GID6931590","Flat5IR",77,119,6.818495179,98
"GID6931593","GID6931593","Flat5IR",79,118,6.476614542,101
"GID6931606","GID6931606","Flat5IR",82,121,7.436158935,114
"GID6931608","GID6931608","Flat5IR",81,123,6.239577692,101
"GID6931630","GID6931630","Flat5IR",77,119,5.828182022,102
"GID6931632","GID6931632","Flat5IR",81,120,5.497027462,94
"GID6931644","GID6931644","Flat5IR",80,124,5.449163832,98
"GID6931655","GID6931655","Flat5IR",76,120,4.949448226,99
"GID6931663","GID6931663","Flat5IR",85,121,6.090189316,108
"GID6931677","GID6931677","Flat5IR",86,123,5.692469009,106
"GID6931707","GID6931707","Flat5IR",80,123,5.577429376,111
"GID6931730","GID6931730","Flat5IR",82,123,6.149177151,109
"GID6931736","GID6931736","Flat5IR",81,123,5.713279997,100
"GID6931754","GID6931754","Flat5IR",85,123,6.205017511,106
"GID6931780","GID6931780","Flat5IR",81.66666667,122.3333333,6.866968441,97.33333333
"GID6931781","GID6931781","Flat5IR",82.33333333,124,6.961555138,98.66666667
"GID6931814","GID6931814","Flat5IR",80.33333333,117,6.582068198,99
"GID6931822","GID6931822","Flat5IR",81.66666667,121.6666667,6.156996985,93.66666667
"GID6931840","GID6931840","Flat5IR",78.33333333,117.6666667,6.482923045,103.6666667
"GID6931845","GID6931845","Flat5IR",77.33333333,116,6.799265208,103.3333333
"GID6931852","GID6931852","Flat5IR",81.33333333,119,6.313794184,103
"GID6931862","GID6931862","Flat5IR",80.33333333,118,6.973623608,96
"GID6931889","GID6931889","Flat5IR",80.33333333,120.6666667,6.210091031,97
"GID6932000","GID6932000","Flat5IR",80.33333333,123.3333333,6.222627208,99.33333333
"GID6932009","GID6932009","Flat5IR",81.66666667,119.6666667,6.785590238,99.33333333
"GID6932074","GID6932074","Flat5IR",82.33333333,122,6.233730811,105.3333333
"GID6932080","GID6932080","Flat5IR",78,118.3333333,7.282163121,105.3333333
"GID6932110","GID6932110","Flat5IR",80,118,7.074755878,103.6666667
"GID6932128","GID6932128","Flat5IR",80.66666667,120,6.312362634,105.3333333
"GID6932132","GID6932132","Flat5IR",84.66666667,122.6666667,6.110653331,101.3333333
"GID6932153","GID6932153","Flat5IR",78.66666667,118.3333333,6.294129421,98
"GID6932161","GID6932161","Flat5IR",79.33333333,119,7.039428148,105.3333333
"GID6932168","GID6932168","Flat5IR",79.33333333,119,6.067348511,100.6666667
"GID6932172","GID6932172","Flat5IR",85.66666667,122.6666667,6.361365874,101.3333333
"GID6932173","GID6932173","Flat5IR",83.33333333,122.3333333,6.206380238,101
"GID6932181","GID6932181","Flat5IR",85,121.6666667,6.800112328,108
"GID6932185","GID6932185","Flat5IR",81.66666667,121.3333333,7.300397388,105
"GID6932229","GID6932229","Flat5IR",81,123.6666667,6.633730448,104.6666667
"GID6932249","GID6932249","Flat5IR",79.33333333,119,6.457894406,103.3333333
"GID6932258","GID6932258","Flat5IR",79.66666667,119.3333333,6.142225103,99.66666667
"GID6932281","GID6932281","Flat5IR",74.33333333,114,6.538806163,104.3333333
"GID6932283","GID6932283","Flat5IR",80.33333333,119,6.203763526,104
"GID6932285","GID6932285","Flat5IR",77,115.6666667,6.55703989,98
"GID6932287","GID6932287","Flat5IR",80,119.6666667,7.311456283,103.3333333
"GID6932304","GID6932304","Flat5IR",84,123.3333333,6.31430498,94.66666667
"GID6932308","GID6932308","Flat5IR",78.66666667,118.3333333,6.58894901,102
"GID6932311","GID6932311","Flat5IR",80.66666667,121,6.386099706,99.66666667
"GID6932320","GID6932320","Flat5IR",77.66666667,117.6666667,6.492082886,104.3333333
"GID6932325","GID6932325","Flat5IR",80,120.3333333,7.12000337,103.6666667
"GID6932344","GID6932344","Flat5IR",77.33333333,118,6.021449616,93.66666667
"GID6932347","GID6932347","Flat5IR",75,115,6.673300926,93.66666667
"GID6932355","GID6932355","Flat5IR",76.33333333,116,7.011762409,106
"GID6932356","GID6932356","Flat5IR",81.66666667,122,6.756492106,107
"GID6932358","GID6932358","Flat5IR",78.33333333,118,6.668742862,99
"GID6932388","GID6932388","Flat5IR",82.33333333,121,6.685836679,100
"GID6932401","GID6932401","Flat5IR",81.66666667,122,6.614042072,96.33333333
"GID6932403","GID6932403","Flat5IR",82.33333333,121,6.063614769,97.66666667
"GID6932411","GID6932411","Flat5IR",82,122,6.643671466,98.33333333
"GID6932413","GID6932413","Flat5IR",83,123,6.144526496,96.66666667
"GID6932418","GID6932418","Flat5IR",75.66666667,116,6.476150646,104
"GID6932429","GID6932429","Flat5IR",75.33333333,117,6.362190372,108.3333333
"GID6932430","GID6932430","Flat5IR",76,115.3333333,7.198141759,103.3333333
"GID6932436","GID6932436","Flat5IR",75.33333333,115.3333333,6.528055765,105.3333333
"GID6932463","GID6932463","Flat5IR",81,121.6666667,6.738882275,98.33333333
"GID6932487","GID6932487","Flat5IR",86.33333333,124.6666667,6.443725515,101.6666667
"GID6932489","GID6932489","Flat5IR",79.66666667,117.3333333,6.967933886,103
"GID6932500","GID6932500","Flat5IR",79,119,6.740013196,98.66666667
"GID6932505","GID6932505","Flat5IR",81.33333333,122.3333333,6.395853226,96.66666667
"GID6932507","GID6932507","Flat5IR",81,120,7.159386256,108.3333333
"GID6932510","GID6932510","Flat5IR",80,119,6.640867649,100
"GID6932511","GID6932511","Flat5IR",81.66666667,121.6666667,6.531466346,105.3333333
"GID6932512","GID6932512","Flat5IR",80.66666667,118.3333333,6.885882376,107.6666667
"GID6932513","GID6932513","Flat5IR",79,120,6.897278073,99.66666667
"GID6932516","GID6932516","Flat5IR",81,120.6666667,6.840298436,104
"GID6932534","GID6932534","Flat5IR",73.66666667,113,6.665939466,105.6666667
"GID6932535","GID6932535","Flat5IR",80.66666667,118,6.548560496,107.3333333
"GID6932540","GID6932540","Flat5IR",80.33333333,117.6666667,6.859671586,107.6666667
"GID6932576","GID6932576","Flat5IR",82.66666667,121,6.955398039,102.6666667
"GID6932577","GID6932577","Flat5IR",85,121.6666667,6.964515069,104.3333333
"GID6932583","GID6932583","Flat5IR",78,119,6.842577796,103.6666667
"GID6932597","GID6932597","Flat5IR",76,115.3333333,6.864230553,105
"GID6932619","GID6932619","Flat5IR",85.66666667,122,6.583888309,104.3333333
"GID6932621","GID6932621","Flat5IR",76.33333333,115.3333333,5.287885089,98
"GID6932622","GID6932622","Flat5IR",83.33333333,122.6666667,6.605833065,103.6666667
"GID6932631","GID6932631","Flat5IR",85.33333333,122.3333333,6.470220822,102.6666667
"GID6932636","GID6932636","Flat5IR",77.66666667,117.6666667,4.638881519,101.6666667
"GID6932658","GID6932658","Flat5IR",79.66666667,119.3333333,6.398425942,103.3333333
"GID6932693","GID6932693","Flat5IR",81.66666667,120.6666667,6.322073212,106
"GID6932701","GID6932701","Flat5IR",82,119.6666667,6.564807909,107
"GID6932729","GID6932729","Flat5IR",74,115.6666667,6.181902362,106
"GID6932730","GID6932730","Flat5IR",79.66666667,117.6666667,7.383042059,105
"GID6932731","GID6932731","Flat5IR",74.66666667,115.3333333,6.116945089,107
"GID6932734","GID6932734","Flat5IR",87.33333333,126,4.746004785,97.33333333
"GID6932756","GID6932756","Flat5IR",86.33333333,126.6666667,5.681112987,109
"GID6932772","GID6932772","Flat5IR",76.33333333,117.6666667,5.506184047,108.6666667
"GID6932818","GID6932818","Flat5IR",75.33333333,114.6666667,6.54834959,104
"GID6932821","GID6932821","Flat5IR",76,115,6.482253287,105.6666667
"GID6932835","GID6932835","Flat5IR",81.33333333,119,6.269147317,103.6666667
"GID6932894","GID6932894","Flat5IR",81.66666667,121.6666667,6.905045074,105.3333333
"GID6932901","GID6932901","Flat5IR",82,122.6666667,6.55746677,105.3333333
"GID6932911","GID6932911","Flat5IR",82.66666667,123,6.955187467,111
"GID6932931","GID6932931","Flat5IR",80,121,6.715871194,105.6666667
"GID6932932","GID6932932","Flat5IR",80,121.3333333,6.465159224,105.3333333
"GID6932959","GID6932959","Flat5IR",82,121,6.65775192,108
"GID6932961","GID6932961","Flat5IR",82,121.6666667,6.878834677,107.3333333
"GID6932970","GID6932970","Flat5IR",77,116.3333333,6.475921852,104.3333333
"GID6932997","GID6932997","Flat5IR",80.66666667,120.3333333,6.493014828,106
"GID6932999","GID6932999","Flat5IR",80.33333333,119.6666667,6.853128858,106
"GID6933007","GID6933007","Flat5IR",78.33333333,118.6666667,5.952844312,103.3333333
"GID6933031","GID6933031","Flat5IR",81.33333333,121,5.737459765,97.66666667
"GID6933104","GID6933104","Flat5IR",78.66666667,119.3333333,6.890736188,111
"GID6933126","GID6933126","Flat5IR",80,120.6666667,6.130622762,105.6666667
"GID6933127","GID6933127","Flat5IR",77,116,5.602987125,105
"GID6933145","GID6933145","Flat5IR",78,115.6666667,7.270223912,108.3333333
"GID6933147","GID6933147","Flat5IR",81.33333333,124,6.434895942,110.3333333
"GID6933163","GID6933163","Flat5IR",76,120,6.186110658,98
"GID6933164","GID6933164","Flat5IR",78,118,6.728561022,103
"GID6933166","GID6933166","Flat5IR",81,120,5.986681052,99
"GID6933168","GID6933168","Flat5IR",82,121,5.157051415,90
"GID6933171","GID6933171","Flat5IR",77,119,6.273860445,96
"GID6933172","GID6933172","Flat5IR",78,120,6.163888808,95
"GID6933173","GID6933173","Flat5IR",74,116,5.474430505,98
"GID6933177","GID6933177","Flat5IR",75,117,5.379273535,95
"GID6933178","GID6933178","Flat5IR",82,121,5.967307898,98
"GID6933179","GID6933179","Flat5IR",80,119,5.731410262,96
"GID6933182","GID6933182","Flat5IR",79,121,6.817450292,100
"GID6933184","GID6933184","Flat5IR",78,116,5.625996988,104
"GID6933186","GID6933186","Flat5IR",75,117,6.584971685,107
"GID6933187","GID6933187","Flat5IR",77,117,5.977564382,105
"GID6933188","GID6933188","Flat5IR",78,117,6.199351243,100
"GID6933189","GID6933189","Flat5IR",77,119,6.268047886,104
"GID6933190","GID6933190","Flat5IR",76,118,7.012373249,104
"GID6933191","GID6933191","Flat5IR",73,116,6.198752946,107
"GID6933192","GID6933192","Flat5IR",75,117,6.142002976,106
"GID6933196","GID6933196","Flat5IR",79,121,5.902457006,99
"GID6933201","GID6933201","Flat5IR",74,120,5.958609703,100
"GID6933204","GID6933204","Flat5IR",75,117,6.687403066,105
"GID6933205","GID6933205","Flat5IR",71,118,6.373185429,105
"GID6933207","GID6933207","Flat5IR",78,119,7.253711489,106
"GID6933214","GID6933214","Flat5IR",72,118,5.204726549,104
"GID6933221","GID6933221","Flat5IR",85,124,6.788956246,102
"GID6933222","GID6933222","Flat5IR",75,118,6.777009276,98
"GID6933223","GID6933223","Flat5IR",80,121,6.683818973,107
"GID6933225","GID6933225","Flat5IR",71,117,6.478323336,104
"GID6933226","GID6933226","Flat5IR",82,123,7.036268366,103
"GID6933227","GID6933227","Flat5IR",80,124,6.907833396,103
"GID6933230","GID6933230","Flat5IR",79,125,6.291943759,102
"GID6933231","GID6933231","Flat5IR",76,120,6.843914789,104
"GID6933234","GID6933234","Flat5IR",83,123,6.960999819,108
"GID6933237","GID6933237","Flat5IR",75,120,6.775814516,97
"GID6933246","GID6933246","Flat5IR",80,124,5.951441879,100
"GID6933250","GID6933250","Flat5IR",82,121,6.356459576,98
"GID6933253","GID6933253","Flat5IR",80,119,6.269243606,103
"GID6933256","GID6933256","Flat5IR",81,120,6.578682303,104
"GID6933261","GID6933261","Flat5IR",86,121,6.078084999,102
"GID6933262","GID6933262","Flat5IR",86,124,5.868149261,102
"GID6933280","GID6933280","Flat5IR",73,117,5.009458904,98
"GID6933282","GID6933282","Flat5IR",81,121,5.671567601,102
"GID6933291","GID6933291","Flat5IR",78,120,6.162735298,107
"GID6933294","GID6933294","Flat5IR",81,122,6.109743994,98
"GID6933296","GID6933296","Flat5IR",81,121,5.951339691,107
"GID6933301","GID6933301","Flat5IR",82,122,5.534815054,100
"GID6933309","GID6933309","Flat5IR",82,122,5.783818084,107
"GID6933311","GID6933311","Flat5IR",81,123,5.959316811,100
"GID6933313","GID6933313","Flat5IR",78,121,6.856752841,101
"GID6933319","GID6933319","Flat5IR",81,123,6.963875204,108
"GID6933323","GID6933323","Flat5IR",83,125,6.943362234,106
"GID6933351","GID6933351","Flat5IR",78,121,5.137664598,97
"GID6933369","GID6933369","Flat5IR",81,120,5.961596294,104
"GID6933373","GID6933373","Flat5IR",76,118,6.616296991,104
"GID6933384","GID6933384","Flat5IR",79,121,5.536525021,105
"GID6933385","GID6933385","Flat5IR",80,122,6.481254718,104
"GID6933391","GID6933391","Flat5IR",69,113,5.739943748,108
"GID6933396","GID6933396","Flat5IR",81,122,5.803191808,104
"GID6933397","GID6933397","Flat5IR",83,121,7.069858838,103
"GID6933399","GID6933399","Flat5IR",82,120,5.823704534,98
"GID6933401","GID6933401","Flat5IR",81,122,6.995784261,103
"GID6933409","GID6933409","Flat5IR",82,123,6.036240624,99
"GID6933418","GID6933418","Flat5IR",81,122,6.665299988,108
"GID6933420","GID6933420","Flat5IR",82,123,6.497778684,106
"GID6933421","GID6933421","Flat5IR",80,121,5.426289605,102
"GID6933422","GID6933422","Flat5IR",83,124,5.432556249,101
"GID6933425","GID6933425","Flat5IR",85,125,6.014322945,103
"GID6933426","GID6933426","Flat5IR",85,124,5.161901309,95
"GID6933427","GID6933427","Flat5IR",82,122,5.667314672,97
"GID6933431","GID6933431","Flat5IR",87,127,4.671873035,95
"GID6933443","GID6933443","Flat5IR",80,125,7.004636429,106
"GID6933445","GID6933445","Flat5IR",79,123,6.154494125,100
"GID6933449","GID6933449","Flat5IR",81,124,6.655918822,106
"GID6933451","GID6933451","Flat5IR",83,125,5.382414519,101
"GID6933453","GID6933453","Flat5IR",87,127,5.519166882,107
"GID6933454","GID6933454","Flat5IR",78,121,5.382414245,105
"GID6933476","GID6933476","Flat5IR",86,125,5.706061395,106
"GID6933477","GID6933477","Flat5IR",81,122,7.544807759,106
"GID6933491","GID6933491","Flat5IR",79,120,5.941958789,98
"GID6933530","GID6933530","Flat5IR",79,121,6.119166999,104
"GID6933545","GID6933545","Flat5IR",77,120,5.418312362,105
"GID6933558","GID6933558","Flat5IR",79,119,6.416191134,102
"GID6933579","GID6933579","Flat5IR",79,119,7.1455352,103
"GID6933583","GID6933583","Flat5IR",81,120,7.24582023,98
"GID6933598","GID6933598","Flat5IR",75,118,6.187130594,98
"GID6933599","GID6933599","Flat5IR",81,122,4.294822957,90
"GID6933601","GID6933601","Flat5IR",83,123,5.294822987,97
"GID6933606","GID6933606","Flat5IR",81,119,7.109068017,92
"GID6933610","GID6933610","Flat5IR",78,118,5.889695047,95
"GID6933627","GID6933627","Flat5IR",83,122,6.664623804,104
"GID6933629","GID6933629","Flat5IR",82,119,7.013341834,100
"GID6933631","GID6933631","Flat5IR",78,118,5.431005864,103
"GID6933633","GID6933633","Flat5IR",75,118,4.662914227,101
"GID6933641","GID6933641","Flat5IR",84,124,6.587131287,106
"GID6933659","GID6933659","Flat5IR",78,119,6.926732014,96
"GID6933661","GID6933661","Flat5IR",79,119,5.963769377,98
"GID6933665","GID6933665","Flat5IR",80,120,6.64752974,96
"GID6933666","GID6933666","Flat5IR",80,120,6.302800437,95
"GID6933678","GID6933678","Flat5IR",75,118,5.435564497,102
"GID6933727","GID6933727","Flat5IR",76,118,5.718655004,95
"GID6933728","GID6933728","Flat5IR",81,119,6.485606314,99
"GID6933732","GID6933732","Flat5IR",80,118,6.213241344,104
"GID6933737","GID6933737","Flat5IR",85,124,4.981332707,105
"GID6933760","GID6933760","Flat5IR",81,123,6.900990767,104
"GID6933764","GID6933764","Flat5IR",77,118,6.740307131,102
"GID6933775","GID6933775","Flat5IR",83,122,6.673640554,95
"GID6933781","GID6933781","Flat5IR",78,119,5.590449584,101
"GID6933797","GID6933797","Flat5IR",77,117,5.036603614,103
"GID6933804","GID6933804","Flat5IR",75,118,6.956831644,105
"GID6933816","GID6933816","Flat5IR",79,118,7.089025341,100
"GID6933817","GID6933817","Flat5IR",81,119,6.606974037,100
"GID6933823","GID6933823","Flat5IR",86,124,5.345435401,102
"GID6933824","GID6933824","Flat5IR",80,119,6.626347097,102
"GID6933825","GID6933825","Flat5IR",89,131,5.907258794,103
"GID6933854","GID6933854","Flat5IR",83,125,6.685606491,108
"GID6933855","GID6933855","Flat5IR",83,124,6.490734854,104
"GID6933864","GID6933864","Flat5IR",82,124,6.697002944,105
"GID6933866","GID6933866","Flat5IR",86,127,6.061105307,107
"GID6933872","GID6933872","Flat5IR",78,118,6.205265004,107
"GID6933876","GID6933876","Flat5IR",83,123,6.539737701,105
"GID6933877","GID6933877","Flat5IR",81,123,6.823498731,108
"GID6933892","GID6933892","Flat5IR",83,122,6.045151094,100
"GID6933929","GID6933929","Flat5IR",76,118,6.625796797,104
"GID6933932","GID6933932","Flat5IR",82,123,6.212121107,105
"GID6933954","GID6933954","Flat5IR",79,119,7.009841804,102
"GID6933956","GID6933956","Flat5IR",82,122,6.991608167,103
"GID6933957","GID6933957","Flat5IR",79,118,6.460554197,103
"GID6933959","GID6933959","Flat5IR",77,119,6.648588561,98
"GID6933960","GID6933960","Flat5IR",79,118,7.186480257,111
"GID6933962","GID6933962","Flat5IR",79,119,6.495881954,101
"GID6933963","GID6933963","Flat5IR",81,120,6.326081317,95
"GID6933989","GID6933989","Flat5IR",76,118,5.795597014,99
"GID6934005","GID6934005","Flat5IR",76,115,5.652007407,104
"GID6934006","GID6934006","Flat5IR",76,116,6.126651104,102
"GID6934008","GID6934008","Flat5IR",79,117,6.561979134,103
"GID6934009","GID6934009","Flat5IR",79,118,6.845739831,102
"GID6934010","GID6934010","Flat5IR",78,119,5.677648527,108
"GID6934014","GID6934014","Flat5IR",80,120,6.460554891,101
"GID6934031","GID6934031","Flat5IR",82,123,5.794457921,109
"GID6934035","GID6934035","Flat5IR",78,118,7.318674284,111
"GID6934038","GID6934038","Flat5IR",91,124,5.195597314,109
"GID6934044","GID6934044","Flat5IR",78,118,6.214400677,101
"GID6934046","GID6934046","Flat5IR",90,127,5.425227041,100
"GID6934047","GID6934047","Flat5IR",76,116,6.763688737,102
"GID6934091","GID6934091","Flat5IR",92,130,5.575654494,108
"GID6934094","GID6934094","Flat5IR",78,118,5.445739857,106
"GID6934109","GID6934109","Flat5IR",78,118,6.710534928,98
"GID6934113","GID6934113","Flat5IR",80,120,6.151560291,96
"GID6934114","GID6934114","Flat5IR",82,121,6.459822655,95
"GID6934134","GID6934134","Flat5IR",83,124,6.360677471,105
"GID6934140","GID6934140","Flat5IR",73,111,6.087173168,108
"GID6934141","GID6934141","Flat5IR",82,122,6.035891198,105
"GID6934151","GID6934151","Flat5IR",78,118,6.892871228,97
"GID6934155","GID6934155","Flat5IR",76,116,6.826774258,98
"GID6934179","GID6934179","Flat5IR",83,122,6.883754408,103
"GID6934183","GID6934183","Flat5IR",83,123,7.092301438,106
"GID6934202","GID6934202","Flat5IR",78,118,6.646717801,105
"GID6934232","GID6934232","Flat5IR",81,122,6.645578011,99
"GID6934233","GID6934233","Flat5IR",79,121,6.990877375,104
"GID6934234","GID6934234","Flat5IR",82,120,6.455085645,95
"GID6934235","GID6934235","Flat5IR",81,119,6.804942621,98
"GID6934241","GID6934241","Flat5IR",82,123,7.309786075,100
"GID6934245","GID6934245","Flat5IR",82,121,6.464201771,93
"GID6934248","GID6934248","Flat5IR",80,118,7.130868468,96
"GID6934272","GID6934272","Flat5IR",80,119,7.414629195,104
"GID6934287","GID6934287","Flat5IR",81,120,6.347962588,96
"GID6934301","GID6934301","Flat5IR",78,118,7.505797648,104
"GID6934307","GID6934307","Flat5IR",77,118,6.876737678,104
"GID6934311","GID6934311","Flat5IR",81,121,6.093831708,98
"GID6934313","GID6934313","Flat5IR",82,124,6.983860405,101
"GID6934324","GID6934324","Flat5IR",83,123,6.509786101,104
"GID6934338","GID6934338","Flat5IR",79,119,7.483005495,109
"GID6934342","GID6934342","Flat5IR",85,127,6.620327888,105
"GID6934347","GID6934347","Flat5IR",83,122,6.598675251,107
"GID6934362","GID6934362","Flat5IR",82,123,6.608931615,107
"GID6934364","GID6934364","Flat5IR",85,124,6.177022978,108
"GID6934386","GID6934386","Flat5IR",84,125,5.658504735,100
"GID6934387","GID6934387","Flat5IR",83,122,6.569605349,105
"GID6934397","GID6934397","Flat5IR",81,121,6.353080325,102
"GID6934398","GID6934398","Flat5IR",75,117,6.928578779,97
"GID6934403","GID6934403","Flat5IR",82,121,6.582994725,102
"GID6934406","GID6934406","Flat5IR",81,118,7.587268505,104
"GID6934408","GID6934408","Flat5IR",76,117,6.747382535,105
"GID6934425","GID6934425","Flat5IR",83,123,6.079576292,102
"GID6934427","GID6934427","Flat5IR",81,122,7.365046655,107
"GID6934433","GID6934433","Flat5IR",75,115,6.339405352,105
"GID6934466","GID6934466","Flat5IR",78,117,6.800944079,107
"GID6934475","GID6934475","Flat5IR",80,121,7.003793442,102
"GID6934482","GID6934482","Flat5IR",86,124,6.791827139,104
"GID6934491","GID6934491","Flat5IR",79,118,6.305217502,110
"GID6934505","GID6934505","Flat5IR",71,115,6.700659199,103
"GID6934533","GID6934533","Flat5IR",85,123,6.812339925,100
"GID6934540","GID6934540","Flat5IR",72,115,6.440830289,106
"GID6934543","GID6934543","Flat5IR",77,116,6.864761985,105
"GID6934547","GID6934547","Flat5IR",79,121,6.689263349,109
"GID6934550","GID6934550","Flat5IR",72,115,6.947952712,108
"GID6934553","GID6934553","Flat5IR",79,117,7.316044075,103
"GID6934561","GID6934561","Flat5IR",80,121,5.767326105,103
"GID6934562","GID6934562","Flat5IR",75,115,6.664746833,103
"GID6934566","GID6934566","Flat5IR",77,116,6.321726143,108
"GID6934567","GID6934567","Flat5IR",81,120,6.654489506,107
"GID6934570","GID6934570","Flat5IR",78,118,6.109760536,106
"GID6934611","GID6934611","Flat5IR",75,117,6.848221959,107
"GID6934629","GID6934629","Flat5IR",78,117,5.947937079,97
"GID6934634","GID6934634","Flat5IR",77,116,6.363321776,101
"GID6934656","GID6934656","Flat5IR",78,117,7.129703866,99
"GID6934657","GID6934657","Flat5IR",79,118,6.475572896,101
"GID6934658","GID6934658","Flat5IR",80,119,5.840244926,104
"GID6934667","GID6934667","Flat5IR",77,118,6.373008623,108
"GID6934689","GID6934689","Flat5IR",80,121,6.996370349,106
"GID6934699","GID6934699","Flat5IR",86,124,6.665886379,105
